close,epoch,high,low,open,log_close,price_change,high_low_spread,EMA_8,EMA_21,SMA_50,SMA_200,ISA_9,ISB_26,ITS_9,IKS_26,ICS_26,RSI_14,STOCHk_14_3_3,STOCHd_14_3_3,CCI_20_0.015,WILLR_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,ADX_14,DMP_14,DMN_14,ATRr_14,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,KCLe_20_2.0,KCBe_20_2.0,KCUe_20_2.0,volatility,CDL_DOJI_10_0.1,CDL_ENGULFING,CDL_HAMMER,hour,day_of_week
1235.16,1749590340,1237.29,1234.78,1236.6,7.118955795326468,-0.001172560467730177,0.002032125392661672,1237.550019165781,1240.8032301502772,1244.509,1234.1692500000004,1247.3775,1242.72,1237.865,1243.4,1227.4,32.227304973313906,12.504693791441186,16.474410826630415,-96.26898280528306,-97.27148703956284,-2.764944869517876,-0.6466074664837,-2.118337403034176,33.70582313620364,11.109970916824587,32.991194306669954,2.333248864237931,1232.1973387781682,1241.7805,1251.363661221832,1.5434549377819855,0.15457640507406495,1235.955423291399,1240.627785422225,1245.3001475530511,3.5175301181164595,0.0,0.0,0.0,21,1
1235.1,1749590400,1235.77,1234.09,1235.74,7.118907217443969,-4.857670261360081e-05,0.0013602137478747178,1237.005570462274,1240.2847546820701,1244.3673999999999,1234.2759500000004,1247.4825,1242.72,1237.53,1243.065,1227.06,32.12102816582664,7.557638210618191,12.26190886718661,-100.35032654873436,-92.64919941775845,-2.8500250640470313,-0.5853501288102843,-2.264674935236747,35.01879308639591,10.52692007761739,33.415244378414464,2.286588231078084,1231.724742136825,1241.0684999999999,1250.4122578631748,1.5057602160033738,0.1806156533913052,1235.5539544065039,1240.1013296677274,1244.648704928951,2.8896964554061593,0.0,0.0,100.0,21,1
1232.67,1749590460,1235.52,1232.22,1234.91,7.116937827439718,-0.00196745202817572,0.002677115529703777,1236.0421103595463,1239.5925042564274,1244.2105999999999,1234.3664000000006,1247.8500000000001,1242.72,1235.795,1242.13,1227.86,28.081956330350856,4.450680271802178,8.17100409128715,-116.44598340201837,-96.72727272727239,-3.0780505718514632,-0.6507005092917728,-2.4273500625596904,36.66657054036884,9.475045320261053,35.738582089001135,2.3589747860010744,1230.671518402153,1240.3985,1250.125481597847,1.5683639730049728,0.10272876419800385,1234.6507206535034,1239.3935839850867,1244.13644731667,2.4368152743516056,0.0,0.0,0.0,21,1
1232.95,1749590520,1232.99,1231.41,1232.59,7.117164950841705,0.0002271491964596084,0.0012814793787257611,1235.3549747240916,1238.9886402331158,1244.0811999999999,1234.4667500000005,1247.8625000000002,1242.72,1235.3899999999999,1241.725,1229.18,29.18690513306072,8.491352743684677,6.833223742034981,-125.2499172181966,-85.14946962391534,-3.1992893535004896,-0.6175514327526392,-2.5817379207478504,38.36188593567222,9.010793426245202,36.49937498853108,2.3033337298581356,1229.9165071966386,1239.7125,1249.5084928033616,1.5803652545830607,0.1548333519763571,1234.1877948769793,1238.7799093198403,1243.3720237627012,2.37951421766814,0.0,0.0,100.0,21,1
1230.06,1749590580,1232.7,1229.74,1232.7,7.114818227664538,-0.002343971775011222,0.0024063866803245666,1234.1783136742933,1238.176945666469,1243.8671999999997,1234.5346000000006,1247.8625000000002,1243.74,1234.5549999999998,1240.8899999999999,1227.06,24.929521987513976,6.990922629746444,6.644318548411065,-141.8246975407307,-97.15048975957315,-3.4883591755501584,-0.7252970038418463,-2.763062171708312,40.24489468860047,8.138342738217439,38.00260310484917,2.368095606296843,1228.8228689356135,1238.8600000000001,1248.8971310643867,1.6203818130194831,0.06162772292452924,1233.1832429839337,1237.9494417655699,1242.715640547206,2.8138952705113587,0.0,0.0,0.0,21,1
1232.8,1749590640,1232.8,1230.0,1230.01,7.117043284005906,0.00222753361624628,0.0022712524334847135,1233.8720217466725,1237.6881324240628,1243.7679999999998,1234.6144000000006,1247.6625,1243.8899999999999,1234.5549999999998,1240.87,1228.24,34.66072249947099,14.982827430199487,10.155034267876836,-116.09711910767004,-72.75155832591327,-3.4565095013663267,-0.5547578637264117,-2.901751637639915,41.91114929239342,7.757599260117046,34.83432727809894,2.398945920132779,1228.5291641027954,1238.1450000000002,1247.760835897205,1.5532649079396612,0.22207304403177267,1232.6134103187972,1237.4590187402775,1242.304627161758,2.7558486258053243,0.0,100.0,0.0,21,1
1229.42,1749590700,1233.38,1229.42,1233.17,7.114297792438844,-0.002741726151849311,0.003221031055294396,1232.8826835807454,1236.9364840218752,1243.5451999999998,1234.6614500000005,1247.6425,1243.8899999999999,1234.395,1239.6100000000001,1226.02,29.56880024288489,10.032650638171265,10.668800232705697,-130.60419457320498,-100.0,-3.6617952608933138,-0.6080348986027189,-3.053760362290595,42.96955522235972,8.533781083847712,30.909476894403394,2.5104497829804404,1228.2556450734494,1237.1545,1246.0533549265508,1.4386004216208583,0.06542161526179652,1231.5549902884354,1236.6933979078701,1241.8318055273048,3.0146484860609863,0.0,-100.0,0.0,21,1
1229.42,1749590760,1230.84,1229.12,1229.16,7.114297792438844,0.0,0.0013990336906834339,1232.1131983405799,1236.2531672926139,1243.2807999999998,1234.7054500000006,1247.6625,1243.8899999999999,1233.725,1239.2849999999999,1227.96,29.568800242884883,10.058423647460467,11.691300571943705,-135.60461876627343,-97.07317073170555,-3.780901821652151,-0.5817131674892448,-3.199188654162906,44.02275200546243,8.106543519030183,30.235230344916687,2.453989084196125,1227.9925377323527,1236.2745000000002,1244.5564622676477,1.3398257858829064,0.08617898883840347,1231.024038832394,1236.0006933452157,1240.9773478580375,3.177872672918427,0.0,0.0,0.0,21,1
1228.32,1749590820,1229.72,1227.78,1229.04,7.113402661079588,-0.0008947308486929595,0.0015793929920542324,1231.2702653760066,1235.5319702660126,1242.9849999999997,1234.7287500000007,1247.6525000000001,1243.8899999999999,1232.5349999999999,1238.615,1227.9,28.015389956974552,2.5286727414303107,7.539915675687312,-143.4078901493897,-95.34081104400373,-3.918881015162242,-0.5757538887994689,-3.343127126362773,45.29893924035883,7.6418320746144595,32.461575775975746,2.41727557818212,1227.6279400875726,1235.4060000000004,1243.1840599124282,1.259190891484711,0.04448795202268654,1230.3969875150228,1235.2691987409094,1240.141409966796,3.5503233872219755,0.0,0.0,0.0,21,1
1227.56,1749590880,1228.58,1226.85,1228.23,7.112783738311163,-0.000618731275237705,0.001409299749095782,1230.4457619591162,1234.807245696375,1242.6765999999996,1234.7694000000008,1247.9924999999998,1243.8899999999999,1231.31,1238.15,1226.39,26.961484006720504,4.418981580621039,5.668692656503904,-142.01820812812252,-94.32907348242782,-4.042951539819342,-0.5598595307652547,-3.483092009054087,46.67105080936426,7.2430825739685,33.572778935488124,2.3681844654548274,1226.786830552091,1234.6920000000005,1242.59716944791,1.2805087338234031,0.048902775139967575,1229.7972744183542,1234.5349893370133,1239.2727042556724,3.676330662885184,0.0,0.0,0.0,21,1
